id,OpenStatus
11768878,0.530481061738
11768880,0.492738523618
11803678,0.555489068992
11803496,0.463249407135
11803700,0.6113013743
11927241,0.435880332819
11927226,0.611659271676
11927247,0.457518495401
11927248,0.534061552482
11927254,0.546957823609
11927261,0.965068110366
11927266,0.617453202252
11809029,0.490805055184
11809034,0.453034665962
11809035,0.538577363111
11809044,0.49653275706
11809047,0.610664219609
11809048,0.535947247661
11809049,0.644081913795
11809051,0.590148192816
11809056,0.578847840901
11809052,0.485589835198
11809053,0.451970898601
11898534,0.460342223544
11898542,0.605500355831
11898548,0.582421610554
11898550,0.604760667098
11898552,0.474368486002
11898553,0.757457238356
11863414,0.430658318126
11863330,0.449607011695
11863389,0.508980149386
11863421,0.418700827789
11863423,0.575537871848
11863424,0.583410445692
11863427,0.371089546854
11863431,0.630090453694
11863433,0.456820090673
11863434,0.695804761392
11939654,0.624130046501
11939656,0.528118272781
11939748,0.412721859946
11939751,0.513001620714
11939693,0.506554086833
11939736,0.597807509316
11939761,0.769841963712
11939699,0.583581981466
11939765,0.751292602542
11939767,0.512949097029
11939768,0.557682277814
11809062,0.35346516754
11809073,0.483885833002
11809074,0.529840015391
11809075,0.44682766189
11809063,0.349479879249
11809077,0.463469493926
11809082,0.539343653885
11809092,0.371376130463
11874674,0.670926378094
11873618,0.399132473765
11874662,0.474819682699
11874681,0.592530738954
11874684,0.532575601883
11874689,0.681871009251
11803716,0.72122634285
11803717,0.429625291338
11803718,0.593972489638
11803719,0.553156414789
11791546,0.620220773863
11803706,0.660961371202
11803721,0.684932752674
11803722,0.668323971817
11803723,0.426481497534
11803012,0.471809610912
11863435,0.554673492072
11863448,0.648841391308
11863450,0.568776109868
11863454,0.580379434282
11863457,0.440172048349
11863459,0.57131590657
11863460,0.582690516171
11809098,0.490476955952
11809099,0.496990199008
11809105,0.424195690687
11809106,0.448609706431
11809111,0.441473044618
11809093,0.791403193491
11809116,0.440364575158
11808971,0.583776505396
11898559,0.54328500897
11898473,0.457146806695
11898459,0.564868181322
11898566,0.387212072031
11898574,0.39965812619
11898576,0.415919343681
11898578,0.631547475015
11898579,0.69984806613
11803726,0.448336156603
11803727,0.581536491989
11803732,0.508228656387
11803738,0.484702271376
11803744,0.411518902022
11803745,0.438791371041
11809124,0.508713821668
11809130,0.560198307911
11809133,0.425609984138
11809135,0.541894182306
11809126,0.464661569157
11809129,0.667298176544
11808978,0.770026715589
11809142,0.404762312291
11863416,0.679902508216
11863469,0.449512390641
11863476,0.551447126237
11863477,0.471730799078
11863483,0.719158573097
11863485,0.645266773673
11863488,0.471867390042
11809151,0.602276589276
11809153,0.564926695412
11809157,0.659065735495
11809158,0.517967299794
11809149,0.563560999465
11809162,0.562043641866
11809163,0.643219293794
11809166,0.455009971172
11809170,0.696602434016
11809176,0.406333302531
11809177,0.576357932295
11803749,0.37806630762
11803751,0.508420870942
11803752,0.463911367947
11803754,0.562524196462
11803755,0.865185371867
11803757,0.448216279398
11803758,0.368990520201
11803710,0.50818327694
11803712,0.472303498821
11803648,0.53642715656
11802646,0.530382250243
11916276,0.629074826265
11916277,0.552440830944
11916282,0.54630141662
11809087,0.501659537997
11809090,0.726656844584
11809181,0.610212493067
11808703,0.373007401315
11809185,0.532687317641
11809188,0.53947676656
11898589,0.410317000618
11898590,0.520353855344
11898592,0.586427133562
11898596,0.813113129409
11898597,0.608982408595
11898598,0.425302851785
11898605,0.495314203627
11898614,0.543650635621
11898616,0.435983998166
11863491,0.535705157711
11863496,0.461582345383
11863498,0.707540331067
11863499,0.583809153349
11863502,0.501851445721
11863503,0.376595362147
11863474,0.489015868216
11863475,0.49950658032
11863504,0.575234996818
11809140,0.537735623112
11809141,0.750826190543
11809189,0.639279305132
11809190,0.447002855047
11809191,0.529897996758
11809192,0.467870999217
11809195,0.474741506662
11809204,0.474066832261
11809205,0.425523369848
11803767,0.641614251323
11803760,0.757055246164
11803774,0.373389296431
11803782,0.540458992857
11803784,0.671494594237
11803785,0.511205087971
11803789,0.84132250676
11803791,0.5172445666
11803793,0.574900328336
11863509,0.369524697589
11863510,0.511155213589
11863512,0.710524473483
11863093,0.633795162241
11863092,0.600274370231
11863516,0.61723878242
11863518,0.641665573423
11863519,0.523401077288
11863493,0.508864754774
11862468,0.518106353154
11809206,0.628485303261
11809207,0.358441969194
11809219,0.725706584483
11809220,0.650320259991
11809225,0.528840180129
11809226,0.50358984311
11863524,0.404967237467
11863527,0.461890710291
11863114,0.485369671122
11863115,0.565492775109
11856966,0.651776121586
11856969,0.531888951805
11856970,0.393796307696
11863528,0.455592412229
11863530,0.548111176849
11863536,0.465709152126
11863537,0.675317374042
11863544,0.428302749452
11863545,0.487516563474
11863547,0.68914495846
11898622,0.664277746633
11898608,0.474291752327
11898611,0.474073230772
11898627,0.625135704158
11898629,0.465579668196
11898631,0.486281089581
11898560,0.435542134572
11898561,0.49176366501
11898562,0.398245254392
11898532,0.650222798719
11898533,0.782143152645
11898634,0.46867565874
11898635,0.57880987842
11863540,0.610456399778
11863552,0.444912826218
11863556,0.602092239873
11863557,0.559083641043
11863562,0.47203101927
11863566,0.511588814809
11863568,0.683765037267
11863570,0.626520151487
11863571,0.498491864351
11863573,0.379454926395
11863337,0.456478576941
11863575,0.494151909685
11863576,0.650089592724
11863578,0.390829191101
11809231,0.492081314323
11809233,0.680766965098
11809240,0.551609013353
11809241,0.402006803424
11809242,0.455009971172
11809243,0.491306064695
11809246,0.456582688643
11809251,0.510491384195
11898569,0.36336861835
11898637,0.617478178129
11898647,0.722072078424
11898648,0.530978477145
11898651,0.522890841772
11898411,0.472240129182
11927273,0.486951998611
11921332,0.410101873578
11927269,0.503378961059
11927277,0.499138621535
11927278,0.593955421608
11927279,0.482889569183
11927142,0.387048299752
11927283,0.487192328491
11927286,0.428412743973
11927294,0.593529118437
11927123,0.5324468174
11927297,0.451159874642
11927298,0.60450496181
11927307,0.547961469315
11927309,0.766863131499
11927310,0.456445560947
11927311,0.787043185509
11927314,0.431708764392
